CODIGO;DESCRICAO PRODUTO;P_CUSTO;P_VENDA;%MG_VD;
517;PENTABIOTICO VETERINARIO PEQ.PORTE 1,7GR;5,98;10,3;0;
2214;PENTABIOTICO VETERINARIO REFORCADO 8,6GR;14,91;23,9;0;
14931;PENTE ACO CROMADO  60 DENTES COD.1037;8,99;19,99;122,36;
16711;PENTE ACO CROMADO  60 DENTES PET CUTE;12,51;19,99;59,79;
10091;PENTE ACO CROMADO  61 DENTES;10,99;17,6;60,15;
10008;PENTE ANTI PULGAS;5,12;8,2;60,16;
7851;PENTE CABO MAD.DUPLO 49 DENTES;8,6;13,8;0;
5570;PENTE DE ACO CROMADO;9,88;15,81;0;
14905;PENTE DE ACO CROMADO C CABO DE MADEIRA REF 1036;7,99;13,99;75,09;
10009;PENTE DUPLO 49 DENTES;9,34;15;60,6;
14906;PENTE DUPLO DE ACO CROMADO C CABO DE MADEIRA;9,99;16;60,16;
9114;PENTE PLASTICO C/LAMINA;14,39;23,5;63,31;
16734;PENTE PLASTICO DUPLO HOMEPET;9,31;14,9;60,04;
838;PEPINO AODAI 5GR;3;4,5;50;
1956;PEPINO CAIPIRA TECNOSEED 5GR;1,3;2;0;
837;PEPINO ESMERALDA TIPO CAIPIRA 5GR;3;4,5;50;
4785;PEPINO HIBRIDO CALYPSO 2,5GR;1,3;2;0;
13159;PEPINO UN;0,22;0,6;172,73;
5449;PEPINO WISCONSIN SMR-58 CONSERVA;1,5;2,3;53,33;
11935;PEPINO WISCONSIN SMR-58 CONSERVA;3;4,5;50;
2325;PEQUI EM CONSERVA IBISCO;7;10,5;0;
7357;PERFUME ATHOS 65ML EZZE-EAU;20,3;32,5;0;
7359;PERFUME BAMBINI 6ML EZZE-EAU;20;32,5;0;
7360;PERFUME DHONNA 6ML EZZE-EAU;20,3;32,5;0;
7358;PERFUME JOLIE 65ML EZZE-EAU;20,3;32,5;0;
7612;PERIOVET 100ML;18,8;30,1;0;
11288;PERIQUITO;15;35;133,33;
1730;PERIQUITO AUSTRALIANO;10;15;0;
15667;PERNEIRA 5 TALAS FECHADO COM TIRAS AJUSTAVEL TAM.GD FUZIL;35,11;54,99;56,62;
15507;PERNEIRA BIDIN 3 TC PARAVI AVIPET;32;48;50;
13205;PERNEIRA BIDIN 3 TC PVC C/VELCRO ALCAN;22,27;36;61,65;
8250;PERNEIRA BIDIN 3 TC PVC C/VELCRO FLASH;26,14;39,9;52,64;
6528;PEROILA SHAMPO PEROXIDO DE BENZOILA 125M;35,15;56,9;61,88;
16692;PEROLA NOVO;15,99;25,6;60,1;
15225;PET BOLA BOMB ESPINHO;4,99;7,99;60,12;
15216;PET BOLA FUTEBOL AMERICANO;4,99;9,99;100,2;
15222;PET BOTA;4,99;9,99;100,2;
13831;PET CHINELO;6,29;10,5;66,93;
6325;PET CHOPP 340ML;5,99;9,6;0;
15224;PET CONTROLE GAME;4,99;9,99;100,2;
15227;PET CONTROLE TV;4,99;9,99;100,2;
15223;PET COXA SEVEN PET;4,99;9,99;100,2;
14077;PET DELICIA HIPERCALORICA CAES 320GR;20,32;30,5;50,1;
14078;PET DELICIA HIPERCALORICA GATO 320GR;20,32;28,99;42,67;
12590;PET DERMYL 500ML;48,32;73,5;52,11;
15228;PET ESTRELA DO MAR;4,99;9,99;100,2;
15515;PET FONTE DUPLA RASO 1LT 500GR PET GRILO;49,99;79,99;60,01;
15218;PET FRANGO;4,99;9,99;100,2;
15220;PET FRANGO MD;4,99;14;180,56;
15221;PET GOLFINHO;4,99;9,99;100,2;
13830;PET GRAVETO;6,29;10,5;66,93;
13832;PET MARRETA;6,29;10,5;66,93;
10334;PET MILK 100GR VETNIL;51;71,4;40;
14613;PET MILK 300GR VETNIL;92,89;129;38,87;
7004;PET ORGANNACT 125GR;17,33;25,99;49,97;
15219;PET OSSO;4,99;9,99;100,2;
10318;PET PALITOS ORGANNACT 160GR;21,37;32,9;53,95;
11797;PET PANETONE 80GR CARNE;4,42;6,99;58,14;
15226;PET PATA OSSO;4,99;7,99;60,12;
15217;PET PNEU;4,99;9,99;100,2;
13829;PET SHARK;9,2;16;73,91;
13828;PET SIRI;4,12;6,8;65,05;
13827;PET TARTARUGA;4,12;6,8;65,05;
1014;PET TEL 3X1 4COMP.600 MG;9,35;15;0;
1015;PET TEL 3X1 600 MG;2,34;4;0;
16237;PETISCO CHOCOLATE CHOCODOGS;1,46;2,5;71,23;
15976;PETITOS BEEF ROLL 20GR;3,8;6,1;60,53;
15973;PETITOS HEALTH SNACKS DENTAL 85GR;5,75;9,2;60;
15975;PETITOS HEALTH SNACKS IMMUNITY 85GR;5,75;9,2;60;
15974;PETITOS HEALTH SNACKS SKIN 85GR;5,75;9,2;60;
945;PETPRAZOL 100MG 30COMP.;22,41;35,9;0;
10982;PETPRIL 10MG;45,4;80,99;78,39;
10421;PETPRIL 5MG;37,33;59,75;60,06;
12672;PETRUS;4,87;7,9;62,22;
12671;PETRUS 15KG;70;94,9;35,57;
12591;PETRUS PREMIUM 15KG;70,81;94,9;34,02;
2620;PETSMACK DEO COLONIA FEMEAS 120 ML;10,9;16,5;0;
2619;PETSMACK DEO COLONIA FILHOTES 120 ML;10,9;16,5;0;
15010;PETSPORIN 300MG;29,88;49,99;67,3;
12715;PETSPORIN 75MG;25,29;41,99;66,03;
11930;PETUNIA ANA COMPACTA SORTIDA 80MG;1,6;2,6;62,5;
426;PETY DERMYL SHAMPOO 600ML;18,07;27,15;0;
7179;PETZI GATOS 4COMP.;15,9;44;176,73;
946;PETZI PLUS SUSPENSAO 20ML;30,05;48;59,73;
1409;PH ESTAVEL 1KG;4,73;6,7;0;
13129;PH+ 1LT GENCO ELEVADOR DE PH;14,74;22;49,25;
395;PHENODRAL 3AMPOLA 15ML;37,81;59,99;58,66;
13458;PHISIO ATIODOR 100ML;48,96;66,5;35,83;
11928;PHLOX DRUMONDI GRANDIFLORA SORTIDO 130MG;2,2;3,3;50;
16668;PICADINHO DE FRANGO COM CURCUMA 300GR A QUINTA;14,5;21,99;51,66;
4793;PICANHEIRA GRANDE 45CM;71,5;110;0;
3349;PICARETA;15,05;22,6;0;
12077;PICARETA TENACE C/CABO;49,17;75;52,53;
11068;PICHARRO FRUTA E PIMENTA PREMIUM 500GR PASSARO MANIA;5,6;9;60,71;
4200;PICHARRO FRUTA MIX 500GR MUNDO DAS AVES;5,13;7,8;0;
2736;PICHARRO INSETOS 500GR MUNDO DAS AVES;4,05;6,2;0;
4202;PICHARRO JILO C/FRUTA MIX E MEL 500GR MU;2,9;4,35;0;
4201;PICHARRO LARANJA 500GR MUNDO DAS AVES;3,05;4,6;0;
2843;PICHARRO MANGA FARINHADA 400GR MUNDO DAS;3,15;4,75;0;
11070;PICHARRO MEGA POWER TURBO PREMIUM 500GR PASSARO MANIA;8,05;12,9;60,25;
2838;PICHARRO MEL ESPECIAL 500GR MUNDO DAS AV;3,33;5,2;0;
3658;PICHARRO MILHO VERDE 500GR MUNDO DAS AVE;3,05;4,6;0;
4735;PICHARRO PESSEGO C/MEL 500GR MUNDO DAS A;4,05;6,2;0;
2737;PICHARRO PIMENTA 500GR MUNDO DAS AVES;3,74;5,5;0;
2840;PICHARRO SEMENTEIRA 500GR MUNDO DAS AVES;3,91;5,9;0;
11067;PICHARRO SEMENTEIRA PREMIUM 500GR PASSARO MANIA;5,6;9;60,71;
3302;PICLES EM CONSERVA 540GR;4,5;7,2;0;
3755;PICLES IBISCO 590GR;8;12;0;
2807;PILHA MAXFERA PALITO C/4UN;0,43;1,8;0;
2808;PILHA MAXFERA PQ C/4UN;0,5;1,9;0;
14452;PILHA MOEDA CR 2032 ELGIN;0,89;2,5;180,9;
9690;PILHA MOEDA CR 2032 PANASONIC;2,26;3,7;63,72;
12433;PILHA PANASONIC CR2032 3V C/1UN;3,08;4,75;54,22;
2558;PILHA RAYOVAC AAA PALITO C/4;2,29;3,5;0;
11808;PILHA RAYOVAC ALCALINA CONTROLE V23GA C/1UN;4,35;7;60,92;
11807;PILHA RAYOVAC ALCALINA PALITO AA2 C/2UN;4,87;7,3;49,9;
11806;PILHA RAYOVAC ALCALINA PALITO AAA2 C/2UN;5,35;8,1;51,4;
1401;PILHA RAYOVAC ALCALINA PALITO AAA2 C/2UN;3,35;5,1;0;
4766;PILHA RAYOVAC ALCALINA PALITO AAA4 C/4UN;5,9;7,99;0;
1402;PILHA RAYOVAC AMARELINHA AA PQ C/4UN;2,04;3,3;0;
1597;PILHA RAYOVAC AMARELINHA D GD C/2UN;3,21;4,75;0;
77;PILHA RAYOVAC ELETRONICA CR2032 3V C/2UN;5,29;7,8;0;
3017;PILHA RAYOVAC ELETRONICA V23GA 12V;2,83;4,6;0;
2816;PILHA RECARREGAVEL ELGIN AA PEQ.;9;18;0;
2815;PILHA RECARREGAVEL ELGIN AAA PALITO;9;18;0;
5357;PILHA ULTRA QUALITY PALITO C/4UN;0,533;2,5;0;
5358;PILHA ULTRA QUALITY PQ C/4UN;0,533;2;0;
11267;PIMENTA BICO 2GR FELTRIN;3;4,5;50;
3754;PIMENTA BIQUINHO 2KG;30;45;0;
3299;PIMENTA BIQUINHO C/CEBOLA 300GR NAO ARDE;4,5;7,2;0;
13157;PIMENTA BIQUINHO UN;0,22;0,6;172,73;
17049;PIMENTA BIQUINHO VERMELHA 2,5GR TOPSEED;4,85;7,5;54,64;
3756;PIMENTA BODE 600GR;15;23;0;
3298;PIMENTA CAMARI BAIANA 300GR;7;11,2;0;
13158;PIMENTA CAMBOCI UN;0,22;0,6;172,73;
850;PIMENTA CHAPEU DE BISPO CAMBUCI 2,50G FE;3;4,5;50;
3758;PIMENTA CUMARI 600GR;15;30;0;
17051;PIMENTA CUMARI DO PARA 2,5GR TOPSEED;4,85;7,5;54,64;
3761;PIMENTA CUMARI DO PARA 600GR;15;30;0;
3300;PIMENTA DE BICO 340GR NAO ARDE;4,5;7,2;0;
10428;PIMENTA DEDO DE MOCA1,50GR FELTRIN;3;4,5;50;
13155;PIMENTA DEDO UN;0,22;0,6;172,73;
851;PIMENTA DOCE COMPRIDA CON.1,50GR FELTRIN;2,6;3,9;50;
3760;PIMENTA FOGUINHO PIMENTA BIQ. DOCE 800ML;15;23;0;
11268;PIMENTA GUATEMALA 2GR FELTRIN;2,2;3,3;50;
3297;PIMENTA HABANERO MEXICANA 290GR EXTRA FO;8;12,8;0;
2320;PIMENTA IBISCO GD;18;27;0;
2322;PIMENTA IBISCO MD;12;18;0;
2323;PIMENTA IBISCO PQ;3,5;7;0;
849;PIMENTA MALAGUETA 1,50GR FELTRIN;1,44;2,3;0;
11269;PIMENTA MALAGUETA 2GR FELTRIN;2,4;3,6;50;
3757;PIMENTA MALAGUETA 600GR;15;23;0;
13156;PIMENTA MALAGUETA UN;0,22;0,6;172,73;
2321;PIMENTA SABOR DAS INDIA 365GR ANELADA;15;22,5;0;
3762;PIMENTA VARIEDADES 580GR;15;23;0;
3759;PIMENTA VARIEDADES 600GR;15;23;0;
8006;PIMENTAO AMARELO SF 134 2GR FELTRIN;3;4,5;50;
852;PIMENTAO CASCADURA IKEDA 2,50GR FELTRIN;3;4,5;50;
853;PIMENTAO RUBI GIGANTE 1,50GR FELTRIN;3;4,5;50;
13154;PIMENTAO UN;0,34;1,2;252,94;
4359;PINCEL 519 B 3/4 TIGRE;2,85;4,7;64,91;
9656;PINCEL 519 TIGRE E 2;5,94;9,5;59,93;
13998;PINCEL 519-.1/2 TIGRE;2,03;3,25;60,1;
3285;PINCEL 519-1 C TIGRE;3,86;6,2;60,62;
8277;PINCEL 519-1.1/2 TIGRE;4,59;7,5;63,4;
8276;PINCEL 519-2.1/2 TIGRE;7,47;11,99;60,51;
7116;PINCEL 714-1.1/2 CONDOR;2,05;3,5;0;
5366;PINCEL ATLAS 1;1,837;2,9;0;
5558;PINCEL ATLAS 1  1/2;1,999;3,4;0;
5367;PINCEL ATLAS 1  1/2;2,625;4,2;0;
6488;PINCEL ATLAS 1/2;1,053;1,75;0;
5790;PINCEL ATLAS 2;3,052;4,9;0;
5789;PINCEL ATLAS 3/4;1,65;2,7;0;
3825;PINCEL COMPEL 2";2,01;3,3;0;
2782;PINCEL DUPLO 1.1/2 38MM REF.571 TIGRE;4,67;7,1;0;
17397;PINGA DE CANELA LITRO PADILHA;15;22,5;50;
17394;PINGA DE GARRAFAO PADILHA;55;75;36,36;
17396;PINGA DE GENGIBRE LITRO PADILHA;15;22,5;50;
17395;PINGA DE LITRO PADILHA;14;20;42,86;
8150;PINGENTE PARA PETS LUNA;0,916;2;0;
13311;PINGO DE LEITE;0,46;0,75;63,04;
3902;PINO 3 SAIDAS PERLEX;4,5;7,2;60;
2894;PINO 3 SAIDAS TRIPOLAR 3X3 10A 250V;2,5;5;100;
14920;PINO BOLICHE C APITO 14CM;5,19;8,3;59,92;
12815;PINO FEMEA 20 A ILUMI;4,06;6,5;60,1;
16354;PINO FEMEA 2P TRAMONTINA 10A;2,97;4,75;59,93;
12071;PINO FEMEA PRETO;3,2;5,2;62,5;
15184;PINO MACHO 20 A 250V PERLEX;7,23;11,6;60,44;
12814;PINO MACHO 20 A ILUMI;4,09;6,9;68,7;
12070;PINO MACHO CINZA;2,99;4,8;60,54;
13937;PINO MACHO TRAMONTINA;2,91;4,75;63,23;
1756;PINTASSILGO GOLD MIX 500GR;12,13;18,6;53,34;
3405;PINTASSILGO MUNDO DAS AVES 500GR;3,16;5;0;
1148;PINTINHO BRANCO;1;1,8;0;
1143;PINTINHO MESCLADO/CAIPIRA PESADAO VERMLH;3,9;6,5;66,67;
1146;PINTINHO PESCOþO PELADO;1,2;2;0;
1147;PINTINHO POSTURA;4,9;7,5;53,06;
499;PIOLHAVES 20GR;4,99;9,1;0;
7218;PIOLHAVES 20GR SACHE;7,34;11,8;60,76;
15167;PIPE DE VIDRO GLASS JOINT;9,5;15,2;60;
8299;PIPE METAL BASEBALL;8;15;0;
9180;PIPE METAL ISQUEIRO;12;19,9;0;
8423;PIPE METAL SQUADAFUM HEATCOOLER SMALL SD;20,5;33;0;
13746;PIPER CHAVEIRO;7,28;15;106,04;
9247;PIPER DE VIDRO;7;15;0;
16258;PIPER DE VIDRO SQUADAFUM;14;22,4;60;
5258;PIPI AQUI 20ML ECOVET;7,38;11,9;0;
1412;PIPI DOG 20ML COVELI;7,97;12,75;0;
6928;PIPI EDUCADOR SANITARIO 20ML SANOL DOG;7,36;11,8;0;
3926;PIPI MANEIRO CASADINHO;10,78;18;66,98;
1018;PIPI NATU DOG 20ML;3,78;6,1;0;
2846;PIPI PODE 20ML;4,31;6,5;0;
6295;PIPI PODE PIPI NAO PODE CASADINHO PRO CA;12,52;19,99;59,66;
1480;PIPI PODE/PIPI NAO PODE CASADINHO;15,22;24;0;
13092;PIPI PODE/PIPI NAO PODE CASADINHO PET CLEAN;8,49;15;76,68;
13942;PIPI SIM DOG WAY 20ML;3,92;6,3;60,71;
12804;PIPI SIM PRO CANINE 30ML;7,02;11,3;60,97;
1413;PIPI VET 20ML COVELI;5,1;7,2;0;
110;PIRAVERME GEL ORAL 25GR;10,79;17,5;0;
13011;PISCINA ATRIO ACQUA 1000LT;167,1;279;66,97;
13012;PISCINA ATRIO ACQUA 2500LT;306;499,9;63,37;
5620;PISCINA EASY SET AQU.C/BOMB.FILT.3,900LT;329,4;499;0;
3150;PISCINA INTEX C/BOMBA/FILTRO 110V 3,853L;267,1;430;0;
3151;PISCINA INTEX C/BOMBA/FILTRO 110V 5,621L;312,39;535;0;
7994;PISCINA MOR SPLASH FUN 1000LT;119,88;199;66;
7996;PISCINA MOR SPLASH FUN 1400LT;148,36;239;61,09;
14066;PISCINA MOR SPLASH FUN 1900LT;186,5;299,99;60,85;
7995;PISCINA MOR SPLASH FUN 2400LT;185,79;299,9;61,42;
14067;PISCINA MOR SPLASH FUN 3400LT;232,98;379,99;63,1;
9738;PISCINA MOR SPLASH FUN 4600LT;245,42;395;60,95;
10016;PISTOLA AIRSOFT METAL 24/7 KWC 6MM;251,83;405;60,82;
10349;PISTOLA AIRSOFT METAL ELETRIC. CM126 6MM;580;950;63,79;
10017;PISTOLA AIRSOFT METAL MOLA GK V20 6MM;172,9;280;61,94;
11315;PISTOLA AIRSOFT MOLA GK V307 6MM;36,14;79,9;121,08;
15159;PISTOLA AIRSOFT MOLA VG 24 7  V310 6MM ROSSI;108,28;179,99;66,23;
1581;PISTOLA AJUSTAVEL 8 FUNCOES AJAX;11,8;18,8;0;
4653;PISTOLA DE ALUMINIO P/JARDIM;7,95;12,75;0;
6090;PISTOLA DE COLA QUENTE FOX FUX;19,49;29,5;0;
11482;PISTOLA DE COLA QUENTE FOX FUX 15W;18,83;28,5;51,35;
15432;PISTOLA DE PINTURA FUZIL 600ML;59;94,4;60;
11834;PISTOLA DE PRESSAO ESFE.ACO 4,5MM CO2 ROSSI C11;411;799;94,4;
13033;PISTOLA DE PRESSAO ESFE.ACO 4,5MM CO2 SPECIAL FORCE W119;926;1499,99;61,99;
15948;PISTOLA DE PRESSAO ESFE.ACO 4,5MM CO2 SPORT  / 1911;950;1699;78,84;
13982;PISTOLA DE PRESSAO ESFE.PLAST. 6MM CO2 ROSSI C11;388;625;61,08;
8839;PISTOLA P/SILICONE BELTOOLS;19,145;29;0;
12678;PISTOLA PRESS.ESF.ACO 4,5MM CO2 701S;1000,05;1600,08;60;
12495;PISTOLA PRESS.ESF.ACO 4,5MM CO2 708S;1160;1740;50;
6750;PITEIRA DE MADEIRA WOODEN TIP BIG;3,7;6;0;
16257;PITEIRA DE MADEIRA WOODEN TIP LONG;5;9,99;99,8;
6752;PITEIRA DE MADEIRA WOODEN TIP SMALL;5;9,99;99,8;
8101;PITEIRA DE MURANO YELLOW FINGER SMALL;5,6;12,5;0;
14022;PITEIRA DE PAPEL A PITEIRA COLLAB BAMF EXLONGA C/30UN;5,27;8,5;61,29;
15919;PITEIRA DE PAPEL DON KUSH;4;6,5;62,5;
14123;PITEIRA DE PAPEL P/CIGARRO BEM BOLADO;1,63;3;84,05;
6788;PITEIRA DE PAPEL P/CIGARRO BEM BOLADO 32;1,333;3;0;
14124;PITEIRA DE PAPEL P/CIGARRO BEM BOLADO BROW;1,57;3;91,08;
14125;PITEIRA DE PAPEL P/CIGARRO BEM BOLADO PREMIUM;1,57;3;91,08;
14122;PITEIRA DE PAPEL P/CIGARRO PAPELITO SLIM;1,95;3,5;79,49;
14121;PITEIRA DE PAPEL P/CIGARRO PAPELITO TRADICIONAL;1,95;3,5;79,49;
17044;PITEIRA DE PAPEL P/CIGARRO TONABE ALGODAO;4,25;7;64,71;
16174;PITEIRA DE PAPEL P/CIGARRO TONABE LONGA;4;6,99;74,75;
16167;PITEIRA DE PAPEL P/CIGARRO TONABE MEGA LONGA;4,5;7,99;77,56;
7020;PITEIRA DE PAPEL P/CIGARRO YELLOW FINGER;1,7;3,5;105,88;
11275;PITEIRA DE PAPEL P/CIGARRO YELLOW FINGER BIG;1,85;3,5;89,19;
11274;PITEIRA DE PAPEL P/CIGARRO YELLOW FINGER BIG BROWN;1,85;3,5;89,19;
12997;PITEIRA DE PAPEL P/CIGARRO YELLOW FINGER BIG ROXA;4,04;6,5;60,89;
15166;PITEIRA DE VIDRO A MARICA;9,5;15,2;60;
15168;PITEIRA DE VIDRO BALL;16,5;26,4;60;
15169;PITEIRA DE VIDRO DRAGON;15;24;60;
8752;PITEIRA DE VIDRO SASSO;4,55;8;75,82;
15963;PITEIRA DE VIDRO TO NA BE 7CM;12,5;20;60;
16773;PITEIRA TO NA BE EXTRA LARGA;4,58;7,99;74,45;
16774;PITEIRA TO NA BE LARGE;3,67;6,99;90,46;
15964;PITEIRA TO NA BE LONGA;4,95;8,99;81,62;
10588;PITEIRA YELLOW FINGER DOUBLE COTTON  200TIPS;4,04;6,99;73,02;
8764;PITEIRA YELLOW INGER ECOLOGIC 200TIPS;2,4;4;66,67;
